1.610363,139.200000,5
1.437119,170.650000,5
1.271015,127.550000,5
1.798553,152.650000,5
2.572731,151.900000,5
1.130073,118.650000,5
1.555429,97.000000,5
1.167363,115.800000,5
1.835175,155.850000,5
1.000000,114.100000,5
2.031633,98.800000,5
1.444998,144.200000,5
1.907771,122.450000,5
1.932861,131.850000,5
1.000000,108.500000,5
1.366043,111.000000,5
1.000000,113.300000,5
1.570227,98.050000,5
1.247482,132.700000,5
2.113536,134.750000,5
1.510840,126.350000,5
1.812106,143.500000,5
2.049194,123.300000,5
1.422323,124.050000,5
1.518886,120.150000,5
1.386057,135.950000,5
1.070003,95.650000,5
2.107524,168.050000,5
1.308181,96.100000,5
1.279826,126.200000,5
1.607658,153.700000,5
1.990591,156.300000,5
1.275921,122.500000,5
1.951156,154.200000,5
2.283639,150.950000,5
1.591260,130.450000,5
1.000000,104.500000,5
1.952340,175.300000,5
1.018503,161.350000,5
2.193405,129.750000,5
2.664450,149.450000,5
1.337323,127.650000,5
1.357158,150.850000,5
2.433720,127.650000,5
2.111303,132.700000,5
1.460543,170.650000,5
1.790648,104.050000,5
1.039933,124.500000,5
2.576953,107.400000,5
1.401253,113.600000,5
1.092827,179.500000,5
1.406334,146.700000,5
1.988783,133.900000,5
1.907771,124.950000,5
2.019307,141.400000,5
1.401253,108.350000,5
1.319813,115.950000,5
1.512208,168.800000,5
1.708374,129.450000,5
2.253084,186.800000,5
1.287311,137.150000,5
1.828490,131.500000,5
2.638252,122.700000,5
1.283944,174.450000,5
1.932861,126.450000,5
1.000000,123.900000,5
1.086227,124.250000,5
1.220122,121.500000,5
2.193405,128.250000,5
1.708374,128.450000,5
2.308188,139.600000,5
2.308188,132.300000,5
1.460543,163.150000,5
1.000000,131.700000,5
1.000000,105.650000,5
2.265051,139.800000,5
1.252156,111.650000,5
1.842771,164.450000,5
2.125439,165.250000,5
1.000000,159.650000,5
1.979612,134.500000,5
2.171231,132.800000,5
1.073894,127.950000,5
1.480720,122.200000,5
1.077068,118.500000,5
1.982120,136.350000,5
1.091269,103.200000,5
1.097439,128.300000,5
1.000000,128.300000,5
1.888176,145.950000,5
1.619523,115.850000,5
2.006341,137.750000,5
2.096970,133.150000,5
1.000000,125.600000,5
2.207422,142.050000,5
2.466047,152.300000,5
1.559600,126.250000,5
1.665920,161.700000,5
1.000000,87.000000,5
1.292082,119.100000,5
1.467213,123.700000,5
1.000000,99.150000,5
1.240403,133.800000,5
1.212486,156.300000,5
1.592528,158.300000,5
1.381153,143.550000,5
1.590500,147.800000,5
1.052880,118.500000,5
2.058181,115.000000,5
1.464756,118.000000,5
1.000000,100.750000,5
1.160798,139.350000,5
2.603297,123.350000,5
1.538814,124.350000,5
1.612594,119.750000,5
1.671723,149.100000,5
1.551606,120.800000,5
1.397119,114.100000,5
1.714959,175.100000,5
1.364948,129.400000,5
1.394341,144.200000,5
1.464144,139.100000,5
1.114711,112.450000,5
1.930130,141.850000,5
1.467783,140.150000,5
1.285727,113.150000,5
1.437147,113.800000,5
1.777061,158.100000,5
1.623156,143.150000,5
1.091400,103.950000,5
2.177932,111.750000,5
1.522960,142.250000,5
1.539164,120.300000,5
