1.787743,250.100000,18
1.016725,129.750000,18
1.062314,222.800000,18
1.053520,238.550000,18
1.432502,233.450000,18
1.053134,224.600000,18
1.001884,205.850000,18
1.126431,154.000000,18
1.127472,176.500000,18
1.048784,237.500000,18
1.150141,180.450000,18
1.348819,213.200000,18
1.149579,203.650000,18
1.189534,172.050000,18
1.002124,141.000000,18
1.008536,233.750000,18
1.053097,231.000000,18
1.517933,164.750000,18
1.188265,195.050000,18
1.565727,178.100000,18
1.056764,226.900000,18
1.034807,122.000000,18
1.065560,183.800000,18
1.260909,217.100000,18
1.350320,190.700000,18
1.044832,234.650000,18
1.031095,169.050000,18
1.062560,187.800000,18
1.309329,213.650000,18
1.055205,237.750000,18
1.005446,233.950000,18
1.357584,165.950000,18
1.001566,210.600000,18
1.131746,169.800000,18
1.002035,244.700000,18
1.062253,178.150000,18
1.415031,113.250000,18
1.053611,222.150000,18
1.054793,222.350000,18
1.393483,214.050000,18
1.397190,233.300000,18
1.056485,203.500000,18
1.056685,201.700000,18
1.165820,201.650000,18
1.771750,138.550000,18
1.290159,213.800000,18
1.703960,183.400000,18
1.077270,173.600000,18
1.032764,222.050000,18
1.308894,231.300000,18
1.002056,157.200000,18
1.247472,222.600000,18
1.080513,168.700000,18
1.067533,212.850000,18
1.256711,206.900000,18
1.053294,211.950000,18
1.602354,158.600000,18
1.006256,206.650000,18
1.046716,201.900000,18
1.399176,195.050000,18
1.052815,230.950000,18
1.085694,180.050000,18
1.046108,176.100000,18
1.050231,206.150000,18
1.115694,185.100000,18
1.147731,183.700000,18
1.062257,197.300000,18
1.238040,153.850000,18
1.749089,156.000000,18
1.295882,202.950000,18
1.049721,175.050000,18
1.068146,198.100000,18
1.332241,184.950000,18
1.172066,158.600000,18
1.002088,160.800000,18
1.152641,158.650000,18
1.375059,177.900000,18
1.386233,143.600000,18
1.054025,226.200000,18
1.273251,214.200000,18
1.041934,134.650000,18
1.069864,212.350000,18
1.001432,199.650000,18
1.001932,220.050000,18
1.001837,241.600000,18
1.054380,240.250000,18
1.356798,184.400000,18
1.194416,186.500000,18
1.865398,182.250000,18
1.556798,234.900000,18
1.420662,163.350000,18
1.540279,179.500000,18
1.544729,149.900000,18
1.052841,202.800000,18
1.052360,222.250000,18
1.061666,197.450000,18
1.290196,193.400000,18
1.293923,134.800000,18
1.099205,171.150000,18
1.000000,145.850000,18
1.262976,240.500000,18
1.444931,182.050000,18
1.001838,211.400000,18
1.536160,179.600000,18
1.064241,207.650000,18
1.066278,219.600000,18
1.563800,162.900000,18
1.339561,207.450000,18
1.191628,208.550000,18
1.005949,213.150000,18
1.001510,243.650000,18
1.081758,148.850000,18
1.005280,232.750000,18
1.698674,207.550000,18
1.056837,232.150000,18
1.006296,202.000000,18
1.001257,207.700000,18
1.561983,167.800000,18
1.116247,145.850000,18
1.704107,195.650000,18
1.031556,177.350000,18
1.767918,221.150000,18
1.035977,223.650000,18
1.280921,147.350000,18
1.001783,237.400000,18
1.057664,222.500000,18
1.062805,217.650000,18
1.001706,219.000000,18
1.007018,203.300000,18
1.051795,272.400000,18
1.001952,203.200000,18
1.052266,213.200000,18
1.023554,239.050000,18
1.001420,239.450000,18
1.321940,134.950000,18
1.536958,155.450000,18
1.244813,199.850000,18
1.308857,154.750000,18
1.006400,175.450000,18
1.044995,197.550000,18
1.001197,218.550000,18
1.044490,209.800000,18
1.430679,186.900000,18
1.243760,194.200000,18
1.002074,330.850000,18
1.633770,191.400000,18
1.138697,189.500000,18
1.000000,155.450000,18
1.000000,120.300000,18
1.001881,218.300000,18
1.251495,214.650000,18
1.199157,219.150000,18
1.354150,162.950000,18
1.223185,1021.200000,18
1.118549,204.600000,18
1.066374,203.150000,18
1.005227,239.350000,18
1.256509,167.600000,18
1.367170,158.750000,18
1.296774,168.500000,18
1.314687,194.700000,18
1.004466,176.850000,18
1.043200,218.550000,18
1.006025,180.050000,18
1.001560,184.250000,18
1.001430,227.400000,18
1.048469,196.300000,18
1.111347,174.400000,18
1.001538,178.850000,18
1.107602,197.100000,18
1.036440,139.250000,18
1.344963,185.600000,18
1.274998,187.100000,18
1.141884,207.500000,18
1.497468,172.250000,18
1.048315,216.500000,18
1.528173,198.100000,18
1.297832,196.150000,18
1.056437,211.050000,18
1.050024,205.550000,18
1.184642,181.600000,18
1.001772,185.100000,18
1.310160,159.650000,18
