1.590006999999999948e+00,7.404999999999999716e+01,2.000000000000000000e+00,2.000000000000000000e+00
1.126185999999999909e+00,7.159999999999999432e+01,2.000000000000000000e+00,2.000000000000000000e+00
1.533315999999999901e+00,5.464999999999999858e+01,2.000000000000000000e+00,2.000000000000000000e+00
1.520599000000000034e+00,8.090000000000000568e+01,2.000000000000000000e+00,2.000000000000000000e+00
1.282972999999999919e+00,6.139999999999999858e+01,2.000000000000000000e+00,2.000000000000000000e+00
1.210808000000000106e+00,6.409999999999999432e+01,2.000000000000000000e+00,2.000000000000000000e+00
1.283471999999999946e+00,5.470000000000000284e+01,2.000000000000000000e+00,2.000000000000000000e+00
2.308577000000000101e+00,7.240000000000000568e+01,2.000000000000000000e+00,2.000000000000000000e+00
1.415248999999999979e+00,9.190000000000000568e+01,2.000000000000000000e+00,2.000000000000000000e+00
1.000000000000000000e+00,7.229999999999999716e+01,2.000000000000000000e+00,2.000000000000000000e+00
1.206252000000000102e+00,5.635000000000000142e+01,2.000000000000000000e+00,2.000000000000000000e+00
1.418717999999999924e+00,8.115000000000000568e+01,2.000000000000000000e+00,2.000000000000000000e+00
1.000000000000000000e+00,5.235000000000000142e+01,2.000000000000000000e+00,2.000000000000000000e+00
1.000000000000000000e+00,8.395000000000000284e+01,2.000000000000000000e+00,2.000000000000000000e+00
1.667337000000000069e+00,7.054999999999999716e+01,2.000000000000000000e+00,2.000000000000000000e+00
1.250609000000000082e+00,7.525000000000000000e+01,2.000000000000000000e+00,2.000000000000000000e+00
1.000000000000000000e+00,7.129999999999999716e+01,2.000000000000000000e+00,2.000000000000000000e+00
1.731214999999999948e+00,1.152999999999999972e+02,2.000000000000000000e+00,2.000000000000000000e+00
1.000000000000000000e+00,6.850000000000000000e+01,2.000000000000000000e+00,2.000000000000000000e+00
2.247412000000000187e+00,1.039000000000000057e+02,2.000000000000000000e+00,2.000000000000000000e+00
1.407829999999999915e+00,7.440000000000000568e+01,2.000000000000000000e+00,2.000000000000000000e+00
1.296275999999999984e+00,8.190000000000000568e+01,2.000000000000000000e+00,2.000000000000000000e+00
1.000000000000000000e+00,5.685000000000000142e+01,2.000000000000000000e+00,2.000000000000000000e+00
1.000000000000000000e+00,5.375000000000000000e+01,2.000000000000000000e+00,2.000000000000000000e+00
1.839776999999999996e+00,5.160000000000000142e+01,2.000000000000000000e+00,2.000000000000000000e+00
1.792286000000000046e+00,6.984999999999999432e+01,2.000000000000000000e+00,2.000000000000000000e+00
1.033903000000000016e+00,5.270000000000000284e+01,2.000000000000000000e+00,2.000000000000000000e+00
1.510772000000000004e+00,4.814999999999999858e+01,2.000000000000000000e+00,2.000000000000000000e+00
1.145879000000000092e+00,5.035000000000000142e+01,2.000000000000000000e+00,2.000000000000000000e+00
1.438619000000000092e+00,5.400000000000000000e+01,2.000000000000000000e+00,2.000000000000000000e+00
1.250609000000000082e+00,5.995000000000000284e+01,2.000000000000000000e+00,2.000000000000000000e+00
1.000000000000000000e+00,6.804999999999999716e+01,2.000000000000000000e+00,2.000000000000000000e+00
1.217073999999999989e+00,6.804999999999999716e+01,2.000000000000000000e+00,2.000000000000000000e+00
1.000000000000000000e+00,1.077000000000000028e+02,2.000000000000000000e+00,2.000000000000000000e+00
1.000000000000000000e+00,6.815000000000000568e+01,2.000000000000000000e+00,2.000000000000000000e+00
1.361944000000000043e+00,7.854999999999999716e+01,2.000000000000000000e+00,2.000000000000000000e+00
1.201656000000000057e+00,7.204999999999999716e+01,2.000000000000000000e+00,2.000000000000000000e+00
1.788024999999999975e+00,5.200000000000000000e+01,2.000000000000000000e+00,2.000000000000000000e+00
1.594449000000000005e+00,5.420000000000000284e+01,2.000000000000000000e+00,2.000000000000000000e+00
1.297168000000000099e+00,6.745000000000000284e+01,2.000000000000000000e+00,2.000000000000000000e+00
1.001914999999999889e+00,6.590000000000000568e+01,2.000000000000000000e+00,2.000000000000000000e+00
1.422331999999999930e+00,5.210000000000000142e+01,2.000000000000000000e+00,2.000000000000000000e+00
1.100000000000000089e+00,5.035000000000000142e+01,2.000000000000000000e+00,2.000000000000000000e+00
1.797171999999999992e+00,5.335000000000000142e+01,2.000000000000000000e+00,2.000000000000000000e+00
1.668045999999999918e+00,4.810000000000000142e+01,2.000000000000000000e+00,2.000000000000000000e+00
1.000000000000000000e+00,6.804999999999999716e+01,2.000000000000000000e+00,2.000000000000000000e+00
1.322078000000000086e+00,6.979999999999999716e+01,2.000000000000000000e+00,2.000000000000000000e+00
