1.572386000000000061e+00,8.015000000000000568e+01,2.000000000000000000e+00,2.000000000000000000e+00
1.240272000000000041e+00,6.254999999999999716e+01,2.000000000000000000e+00,2.000000000000000000e+00
1.265179000000000054e+00,6.815000000000000568e+01,2.000000000000000000e+00,2.000000000000000000e+00
1.143057999999999907e+00,5.854999999999999716e+01,2.000000000000000000e+00,2.000000000000000000e+00
1.075213999999999892e+00,7.290000000000000568e+01,2.000000000000000000e+00,2.000000000000000000e+00
1.437343000000000037e+00,7.300000000000000000e+01,2.000000000000000000e+00,2.000000000000000000e+00
1.000000000000000000e+00,6.529999999999999716e+01,2.000000000000000000e+00,2.000000000000000000e+00
1.548302999999999985e+00,6.659999999999999432e+01,2.000000000000000000e+00,2.000000000000000000e+00
1.286542999999999992e+00,4.429999999999999716e+01,2.000000000000000000e+00,2.000000000000000000e+00
1.104762000000000022e+00,7.854999999999999716e+01,2.000000000000000000e+00,2.000000000000000000e+00
1.076300999999999952e+00,6.195000000000000284e+01,2.000000000000000000e+00,2.000000000000000000e+00
1.153845999999999927e+00,7.170000000000000284e+01,2.000000000000000000e+00,2.000000000000000000e+00
1.541611999999999982e+00,5.179999999999999716e+01,2.000000000000000000e+00,2.000000000000000000e+00
1.657744000000000106e+00,5.739999999999999858e+01,2.000000000000000000e+00,2.000000000000000000e+00
1.323144000000000098e+00,6.709999999999999432e+01,2.000000000000000000e+00,2.000000000000000000e+00
1.478709999999999969e+00,6.995000000000000284e+01,2.000000000000000000e+00,2.000000000000000000e+00
1.492086000000000023e+00,7.325000000000000000e+01,2.000000000000000000e+00,2.000000000000000000e+00
1.095790999999999960e+00,5.900000000000000000e+01,2.000000000000000000e+00,2.000000000000000000e+00
1.435961000000000043e+00,9.170000000000000284e+01,2.000000000000000000e+00,2.000000000000000000e+00
2.237322999999999951e+00,7.345000000000000284e+01,2.000000000000000000e+00,2.000000000000000000e+00
1.544030999999999931e+00,6.434999999999999432e+01,2.000000000000000000e+00,2.000000000000000000e+00
1.614875999999999978e+00,1.101500000000000057e+02,2.000000000000000000e+00,2.000000000000000000e+00
1.459140000000000104e+00,6.060000000000000142e+01,2.000000000000000000e+00,2.000000000000000000e+00
1.000000000000000000e+00,5.870000000000000284e+01,2.000000000000000000e+00,2.000000000000000000e+00
1.000000000000000000e+00,6.285000000000000142e+01,2.000000000000000000e+00,2.000000000000000000e+00
1.282167000000000057e+00,6.114999999999999858e+01,2.000000000000000000e+00,2.000000000000000000e+00
1.205756999999999968e+00,6.229999999999999716e+01,2.000000000000000000e+00,2.000000000000000000e+00
1.334387999999999908e+00,6.884999999999999432e+01,2.000000000000000000e+00,2.000000000000000000e+00
1.153845999999999927e+00,4.425000000000000000e+01,2.000000000000000000e+00,2.000000000000000000e+00
1.053987999999999925e+00,7.040000000000000568e+01,2.000000000000000000e+00,2.000000000000000000e+00
1.091919000000000084e+00,6.670000000000000284e+01,2.000000000000000000e+00,2.000000000000000000e+00
1.492086000000000023e+00,5.729999999999999716e+01,2.000000000000000000e+00,2.000000000000000000e+00
1.306249999999999911e+00,6.570000000000000284e+01,2.000000000000000000e+00,2.000000000000000000e+00
1.397230999999999890e+00,5.885000000000000142e+01,2.000000000000000000e+00,2.000000000000000000e+00
1.160090000000000066e+00,8.265000000000000568e+01,2.000000000000000000e+00,2.000000000000000000e+00
1.135437999999999947e+00,4.670000000000000284e+01,2.000000000000000000e+00,2.000000000000000000e+00
1.245746999999999938e+00,5.770000000000000284e+01,2.000000000000000000e+00,2.000000000000000000e+00
1.802181000000000033e+00,5.045000000000000284e+01,2.000000000000000000e+00,2.000000000000000000e+00
1.425583999999999962e+00,5.220000000000000284e+01,2.000000000000000000e+00,2.000000000000000000e+00
1.000000000000000000e+00,6.834999999999999432e+01,2.000000000000000000e+00,2.000000000000000000e+00
1.269821000000000089e+00,6.179999999999999716e+01,2.000000000000000000e+00,2.000000000000000000e+00
1.339768000000000070e+00,5.920000000000000284e+01,2.000000000000000000e+00,2.000000000000000000e+00
1.459140000000000104e+00,4.414999999999999858e+01,2.000000000000000000e+00,2.000000000000000000e+00
1.356181000000000081e+00,6.704999999999999716e+01,2.000000000000000000e+00,2.000000000000000000e+00
1.169438999999999895e+00,5.675000000000000000e+01,2.000000000000000000e+00,2.000000000000000000e+00
1.445040000000000102e+00,5.954999999999999716e+01,2.000000000000000000e+00,2.000000000000000000e+00
1.086162000000000072e+00,6.289999999999999858e+01,2.000000000000000000e+00,2.000000000000000000e+00
1.438994000000000106e+00,6.815000000000000568e+01,2.000000000000000000e+00,2.000000000000000000e+00
1.137229999999999963e+00,5.695000000000000284e+01,2.000000000000000000e+00,2.000000000000000000e+00
1.317015999999999964e+00,7.270000000000000284e+01,2.000000000000000000e+00,2.000000000000000000e+00
